IFR_mean,fatalities_date,end_date,source,country,location_label,longitude,assay_name,latitude,link_two,link_one,study_info,global_region,assay_id,location_id,start_date,mean
,,9/17/2020,SeroTracker,South Africa,Jouberton,26.600243,"Elecsys Anti-SARS-CoV-2 Roche, nucleocapsid IgG IgM ",-25.979618,https://www.medrxiv.org/content/10.1101/2021.05.26.21257849v1.full-text,https://wwwnc.cdc.gov/eid/article/27/12/21-1465_article,Age-Specific Prevalence,Africa,2,100,7/20/2020,15.4791052
,,9/11/2020,SeroTracker,South Sudan,Juba,31.403395,RBD ELISA from Massachusetts General,4.4678059,https://www.medrxiv.org/content/10.1101/2021.03.08.21253009v1.full-text,https://wwwnc.cdc.gov/eid/article/27/6/21-0568_article,Age-Specific Prevalence,Africa,33,101,8/10/2020,32.4799028
,,8/14/2020,SeroTracker,United Arab Emirates,"Abu Dhabi, Al Ain, Al Dhafra",54.963093,DiaSorin LIAISON SARS-CoV-2 S1/S2 IgG,24.223475,https://doh.gov.ae/-/media/A5AB913818A449E38BE4321839F8FC70.ashx  [February 28:  https://www.doh.gov.ae/ar/covid-19/Healthcare-Professionals/Scientific-Publication ],https://academic.oup.com/ije/advance-article/doi/10.1093/ije/dyab077/6248207,Age-Specific Prevalence,Middle East,35,107,7/19/2020,8.7227882
,,12/21/2020,SeroTracker,India,"Jabalpur (city, not district)",79.887245,Kavach-AntiSARS-CoV-2 IgG ELISA,23.177641,,http://web.archive.org/web/20210410213821/http://medical.advancedresearchpublications.com/index.php/Journal-CommunicableDiseases/article/view/536,Age-Specific Prevalence,South Asia,5,108,12/11/2020,37.0272987
,,8/23/2020,Google,India,"Indore (city, not district)",75.805183,Kavach-AntiSARS-CoV-2 IgG ELISA,22.765312,https://twitter.com/PIBMumbai/status/1310904687067983873,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8140269/,Age-Specific Prevalence,South Asia,5,122,8/11/2020,9.2187566
,,4/18/2020,SeroTracker,China,"Provinces: Beijing, Shanghai, Guangdong, Jiangsu, Sichuan, Liaoning",116.41274,Bioscience 2019-nCoV IgM and IgG,40.147686,https://www.medrxiv.org/content/10.1101/2020.09.23.20197756v1,https://www.thelancet.com/journals/lanwpc/article/PIIS2666-6065(21)00003-1/fulltext,Age-Specific Prevalence,East Asia,26,124,4/10/2020,0.1136445
,,11/8/2020,SeroTracker,Democratic Republic of Congo,Kinshasa,15.904241,Lumines anti-nucleocapsid + anti-spike assay,-4.4367104,https://reliefweb.int/report/democratic-republic-congo/covid-19-rdc-05-mars-2021,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciab515/6293985,Age-Specific Prevalence,Africa,38,128,10/22/2020,15.6279574
,,1/24/2021,SeroTracker,India,Hyderabad,78.464134,"Elecsys Anti-SARS-CoV-2 Roche, nucleocapsid IgG IgM ",17.38562,https://www.ccmb.res.in/presscovrg/Hyderabad_SARS_CoV2_serosuvey.pdf,https://www.medrxiv.org/content/10.1101/2021.07.18.21260555v1,Age-Specific Prevalence,South Asia ,2,206,1/8/2021,54.5314819
,,6/30/2020,SeroTracker,Dominican Republic,10 Provinces,-70.603195,GenBody COVID-19 IgM/IgG for S1 (IgG parameters only),18.868631,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7695105/,Overall Prevalence,Latin America,41,55,4/1/2020,7.5845167
,,12/28/2020,SeroTracker,Albania,"Tirana (city, not county)",19.71879,Euroimmune anti-spike,41.264957,,https://www.medrxiv.org/content/10.1101/2021.02.18.21251776v1.full,Overall Prevalence,Europe,27,94,12/21/2020,51.7126448
,,9/2/2020,SSRN,Ethiopia,"Jimma town, Seka, Manna",36.838627,Core Technology COVID-19 IgM/IgG rapid test,7.9073277,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3864075,Overall Prevalence,Africa,19,97,8/19/2020,0.6713039
,,1/30/2021,SeroTracker,Iraq,"Iraq: Duhok (city, not governorate)",43.046612,"Elecsys Anti-SARS-CoV-2 Roche, nucleocapsid IgG IgM ",36.933105,,https://www.medrxiv.org/content/10.1101/2021.03.23.21254169v1.full-text,Overall Prevalence,Middle East,2,105,1/10/2021,62.7599937
,,5/7/2020,SeroTracker,Libya,Benghazi,20.593433,RightSign COVID-19 IgG/IgM Rapid Test,31.698174,,https://preventive-medicine.imedpub.com/populationbased-random-survey-for-detection-of-covid19-infection-and-seroprevalence-in-benghazi-libya-may2020.pdf,Overall Prevalence,Middle East,39,129,5/2/2020,0.3377496
,,12/1/2020,SeroTracker,Argentina,"AMBA (Metropolitan Area of ​​Buenos Aires), 30 barrios",-62.169571,SEROKIT-ELISA COVIDAR IgG,-38.580036,https://www.gba.gob.ar/saludprovincia/noticias/s%C3%B3lo_el_13_por_ciento_de_los_vecinos_y_vecinas_de_30_barrios_populares_del,https://www.margen.org/pandemia/textos/barrios.pdf,Overall Prevalence,Latin America,15,151,7/16/2020,14.7972215
